linkPVID,calculatedMeanSlope,givenMeanSlope
51881767,-0.0027415540018312762,0.10433333333333333
51881768,5.343433042102423E-9,-0.0165
51881825,0.0,-0.11699999999999999
51881938,0.0,0.12333333333333334
811768915,0.0,0.17533333333333334
51883233,0.0,1.4916666666666665
67948960,-0.027414550904302257,0.83725
67948524,0.0,0.4243333333333334
51883237,0.0,0.978
51883238,0.0,0.10874999999999999
51883362,-0.027414990523869285,1.15375
67948946,0.0,1.17875
67948945,0.0,0.09574999999999999
67948530,0.0,-0.6805
51883890,2.4439605193077308E-8,-0.35825
554728228,0.006853549993929613,0.9421428571428571
554728229,0.0,0.2355
51867645,0.0,-0.10200000000000001
762732456,0.0,-0.018500000000000003
51866678,-0.02741543143532002,-0.021
51866677,0.0,-0.002
799517966,0.013707736822309035,-0.05566666666666666
799517967,0.0,-1.4456028966473393E-18
51865408,0.027414392122952845,-0.023999999999999997
762732451,0.0,-0.012
762732452,9.44601925729575E-8,-0.0055
51882111,0.0,-0.0715
51882112,0.0,-0.07166666666666666
762732447,0.0,0.017666666666666667
762732448,0.0,0.019
762732458,0.0,0.064
719953785,-0.027414972994451375,-0.004666666666666669
716671988,1.5811550750730735E-7,-0.013666666666666667
762772848,0.0,-5.0E-4
762772849,-0.009138200706752378,0.0115
51881430,0.02741455786222641,0.11166666666666668
51888926,-0.009138481960292757,-0.023500000000000004
554739608,3.461172030359712E-8,-0.09433333333333334
51867079,-0.027415087473363253,-0.06899999999999999
554739611,0.0,-0.145
554728248,0.0,0.057666666666666665
554728249,0.0,0.372
67942291,0.013707624405925446,0.491
67942292,0.0,0.26366666666666666
773673189,0.0,-0.6475
773673190,0.0,-0.7969999999999999
67948819,0.0,-0.19519999999999998
51867088,0.02741464889880205,-0.094
51867089,0.0,-0.11475
51867664,0.0,0.04
51867774,-0.009138525599009479,0.08566666666666667
572252438,-1.1725782158994446E-7,0.107
572252439,-0.027415228400089912,0.049666666666666665
51867666,-0.027414286660219063,0.04700000000000001
554728246,-0.01370738579580022,0.009749999999999995
51867668,0.0,-0.073
781750241,0.0,0.043
51867087,-0.027415180395965997,-0.3265
51867096,-0.004569293234903286,-0.5135000000000001
773673192,0.0,-0.386
51867114,0.0,0.181
67942290,0.0,0.3665
67942289,0.0,0.15100000000000002
51882109,0.0,-0.012
586525586,0.0,-0.22724999999999998
51867717,0.0,-0.064
586525704,0.0,-0.143
51867684,0.0,0.0205
724991084,0.0,-0.131
51885534,0.0068535794939492065,-0.084
51883586,-0.018276346268066537,-0.9059999999999999
51883509,-3.734176130983091E-8,-0.8463333333333334
51883510,0.0,-1.4264999999999999
723434427,0.0,-1.226
723434426,0.0,-0.28775
711674430,0.0,1.0493333333333335
586532797,-0.027414726267230263,1.083285714285714
554749725,0.0,0.12
554749724,0.0,0.529
51883141,0.0,0.599
762783421,0.0,0.118
762783420,0.02741391969702558,-0.17175
67948599,0.027413927406723115,0.153
67948598,0.0,0.963875
51869460,0.0,-0.77125
51869456,0.0,-0.6808000000000001
83733403,0.0,-0.014999999999999998
726159762,0.0,0.0415
726159763,0.0,0.17700000000000002
572245506,0.0,-0.02
572245505,0.027414279584254672,0.060500000000000005
572245502,-0.013707066599552039,0.059666666666666666
572245501,2.569645000474047E-7,0.0672
67948729,0.0,-0.8990000000000001
51929932,0.0,0.06533333333333331
51883577,-0.027413873691005796,0.5148181818181818
67948494,0.0,-0.9512307692307692
67948453,0.0,-0.1815
724247769,0.0,-1.19
83734332,0.0,-0.492
83734331,0.0,-0.18600000000000003
51883668,0.013707041595558692,0.6563333333333333
51883669,-0.02741535039791334,0.28733333333333333
586834766,0.0,-0.12137500000000001
711688562,-3.973767421748542E-7,0.46666666666666656
586834767,0.0,-0.43179999999999996
764758872,0.0,-2.3523
554808815,-0.027414995704064235,2.4518
764758870,-7.65019214766724E-7,-0.16244444444444442
764758869,0.01370756303676156,2.3021875
764758868,0.0,1.8782
781803228,0.0,2.2430000000000003
781803227,0.0,3.4675
554808788,-0.02741542780202624,2.54725
548084540,0.0,2.6153333333333335
548084552,0.027415026632558948,0.9294
548085081,0.027414674669051096,0.6987500000000001
548085080,0.0,0.663
548084580,2.4978339905647184E-7,0.7322500000000001
548084581,0.0,0.25366666666666665
764680464,0.0,-1.311
548084936,0.0,1.0995
548085074,0.0,0.36999999999999994
554806707,-3.5949361726003715E-7,0.0354
548084950,0.0,0.069
548084929,0.027415328500728246,-0.06974999999999999
548084964,0.0,-0.31466666666666665
548084967,0.0,-1.7167999999999999
781803224,0.027415356682421472,0.7420000000000002
764754024,0.0,-0.13699999999999998
764754027,-0.027413513240497952,-0.332375
764754026,0.027414098988614414,0.428875
764754028,0.0,-0.985
764754023,0.027414703153449866,-2.404833333333333
764754022,0.0,-2.053
565430458,0.0,-1.1805
565430459,0.0,-0.5935
548028894,0.0,-0.5925
548029530,2.442987311838257E-7,0.48033333333333333
548029529,-0.020560642335624317,0.8924000000000001
565390068,0.0,0.29700000000000004
565390067,0.0,0.3325
565390315,-0.027414412681486262,-2.974875
760095034,0.009138725631482476,-1.14405
760095037,-0.005483024409663277,0.6207666666666664
760095035,0.0,4.4301111111111116
565390271,0.0,2.0775
586810051,0.0,-1.5407777777777778
781485291,0.0,-0.14433333333333334
760095043,-4.2071312409894257E-7,-1.4183571428571426
760095042,0.013706896780628594,-1.2087999999999997
548082838,0.0,0.0695
548082827,-0.027415199847935206,0.8875
548082797,0.0,-0.878875
548082829,0.009138561809062173,-2.1844666666666663
548082834,0.0,-2.71475
760095044,0.0,1.354
760063148,-0.027415192397651316,3.104555555555555
760063147,0.013707505061378923,3.0377142857142854
760063144,0.027414410786897388,2.347214285714286
760063143,0.0,2.335
760063142,0.02741527463695443,2.487076923076923
760063140,0.0,-1.45825
760063139,-0.0274140992513509,1.0068181818181818
565390262,0.0,-0.21939999999999998
760063136,-0.027415146926286514,0.3415
565390257,0.0,-0.23450000000000001
565390255,0.027413405735465062,0.8234999999999999
760114605,-0.009138283632154543,-2.219736842105263
760114604,-0.0034269635267240466,-0.6447692307692308
548097276,0.012184451083364377,-0.692590909090909
548083990,0.0,0.4985
760114625,0.02741398629683444,0.5601999999999999
781485293,-0.0027415989030880514,3.499235294117647
781485292,0.027415359664037606,4.391500000000001
548084055,0.0,4.7067499999999995
548084101,0.0,4.623
565390278,-0.027415329118182584,4.424333333333333
565390277,0.0,3.5755000000000003
548084014,0.0,2.6332857142857145
548084012,-0.013707653012567867,0.614625
53638655,0.0,1.1882
548084092,0.0,1.1704999999999999
565390276,0.027415279349170808,0.7545555555555555
565390275,-0.027415361505576236,0.11099999999999999
548092384,0.027414393931051738,-0.171375
760108482,0.0,-0.30825
781485285,0.0,-1.3682000000000003
565390747,-0.006853731208211938,-3.290227272727272
565418171,0.0,-3.385571428571428
565418172,0.027415411576914878,-3.05475
565390727,-0.027414527696848424,-1.1675
565390724,0.0,-1.26825
543972349,0.0,1.482
565390288,0.0,1.3283333333333331
565390733,-0.027414982771682927,1.8069230769230769
565390732,0.0,3.446
548082578,-0.009138266810233263,1.7475555555555555
548082579,0.027415338504058962,1.7854285714285716
565390298,-0.003916345999385773,2.4301724137931027
760114622,-9.4180461442106E-8,1.7166190476190475
760114621,0.0,1.3085
760114616,0.0,0.947
760114618,0.0,0.86
760114617,-0.027414864385086845,1.0298333333333334
760114620,-4.881395406497457E-7,2.13025
760114619,0.027415228142933613,2.332375
565390284,0.0,2.3659999999999997
64992769,0.0,2.407875
565390286,0.0,-1.6480000000000004
565390281,-0.009138150287221982,-1.523727272727273
586810045,0.0,-1.2040000000000002
554804374,0.0,-0.8915
548082570,0.027415017724222612,0.6020000000000001
548082596,0.0,-0.5950000000000001
548082595,0.0,-2.199
565390744,0.027414416934397542,-0.6786
543979150,0.02741500320276171,-0.37433333333333335
543979153,0.027414577814311766,-0.45899999999999996
543979138,0.027414182656789913,-0.47275
586810039,0.0,-0.5175000000000001
762000739,0.0,-0.7686666666666667
762000738,-0.013707322130864646,-0.2836
762000741,0.0,-0.6096666666666666
762000740,0.0,-0.9361666666666667
543974238,0.0,-0.5491111111111111
543971200,0.0,-0.7218
762000758,0.0014430055553313384,-1.0883055555555559
762000757,0.0091383483258603,-1.6496666666666666
762000756,-5.670496765596694E-7,-1.2259166666666665
762000727,0.0027414966672474985,-2.196941176470588
762000726,0.009137793469888997,-3.0749400000000007
565390483,0.0010966336543883567,-0.55025
565390484,0.013707597071716583,-0.526
543976706,0.0,-0.44599999999999995
53396956,0.02741524247543191,-0.19419999999999998
548096133,0.0,-0.03425000000000001
543971216,2.861119057385314E-8,-1.2475882352941179
543971237,0.0,-0.81775
543971217,0.0,-0.5074000000000001
586809667,-0.006853917761391693,-0.3631428571428571
548096179,0.0,-0.2782
543974276,0.0,-0.4161
543974277,0.0,1.6728
565418180,0.0,-0.009333333333333341
762000760,0.0,-1.8843333333333334
762000761,0.02056145841508302,-2.8544
762000762,2.1388566152566457E-7,-3.0185
762000763,-0.01370691115128761,-3.8602857142857148
565390481,-0.008224615212831068,-5.106185185185186
762000720,-0.016449150887077137,-2.2424838709677424
762000721,-2.438100416210509E-7,-2.7351250000000005
762000723,0.0021090176761810464,-5.108388888888889
586809670,0.0,-4.8036
565390471,0.0,-3.4624285714285716
565390474,0.013707636180927015,-1.556111111111111
565390473,0.0,-0.9455
762000718,3.0275835755447233E-7,-0.9318750000000001
543976940,0.0,-0.9578000000000001
760305983,0.027413718109280165,0.502
548086033,0.0,-1.594
565390198,0.0,-0.7476666666666667
565390197,0.0,-0.9122666666666667
760305985,1.3923059780443503E-7,-1.3660555555555556
760305986,0.0,-0.8109999999999999
760305984,0.0,-0.17966666666666667
565390185,0.006853796099130971,-0.4036666666666666
760305991,0.0,-1.5402857142857143
760305992,0.027415071120863742,-1.144769230769231
548085183,0.0,-0.50425
53638221,0.0,1.164090909090909
760305989,0.0,1.6461999999999999
760305987,-0.027414175601829203,2.5913999999999997
760305988,0.0,3.34225
760305994,0.013707292574300204,4.642142857142858
760305995,0.01827672867919768,4.10578787878788
760305993,-0.009138482211494102,4.04325
764776140,4.117719305559471E-8,-0.3201764705882354
764776141,-0.027415302540887383,1.8878
548046190,0.02741446481119793,0.8135
548046191,-0.006853884644733193,-1.1216666666666666
565390155,-1.5506958902372636E-7,3.3148999999999993
760305964,0.0,1.7475
760305967,0.0,1.4056666666666666
586809680,-1.1137515762080219E-8,2.5984285714285713
760305968,0.0,0.217
760305969,0.009137641183816336,0.6656666666666666
548097164,0.013707336942142385,3.8444285714285713
760305975,0.0,2.6409999999999996
760305976,0.027414985492953292,0.8188095238095239
760305970,0.0,1.6319999999999997
760305971,0.009138455828668119,2.7231764705882355
760305974,-4.5444222713034166E-8,-1.2841891891891897
760305972,0.0,-1.5683333333333334
565390183,0.027414800954448277,-1.4067500000000002
548080391,0.0,-1.2950909090909088
586809674,0.0,0.8553333333333333
760305998,0.0,1.7654999999999998
760305999,0.0,1.5998571428571429
767384247,0.0,-1.8694999999999997
760305996,-0.027414692553947052,-1.5348333333333333
764761162,-0.004984274852462418,2.692039215686275
764761163,0.016449068137183342,4.299166666666666
764761164,0.0,1.148642857142857
764761166,0.0,-4.106
764761167,0.006853496635379764,-3.8979375
764761168,-2.510657168691699E-7,-3.840875
548053081,0.0,-1.98375
554808748,0.006450379009420178,-0.23864150943396237
554808749,-0.027414554122022348,1.6280000000000001
548045888,0.0,1.7770000000000001
548045886,-0.027415210748163485,3.00725
64993163,0.0,1.6601666666666668
548046315,0.0,2.6496666666666666
764776139,0.0,-0.9536666666666666
548046508,0.027415371788536688,2.093142857142857
764776137,0.0,1.177
554808754,0.0,0.10666666666666667
53394495,0.0,0.2826666666666667
764725771,0.009138435077186187,0.20433333333333328
764725770,-0.027415103081367822,0.07233333333333335
548025863,0.0,-0.26875
548133981,0.013707162699958553,-0.09762500000000002
764656996,0.027414320507688418,-0.77175
764656997,0.0,-0.26966666666666667
53638672,-0.02741524896476687,0.00366666666666667
781803255,0.013707381431259642,0.33971428571428575
764761158,-0.027415366621056068,1.2354166666666666
764761159,0.013707683535639541,1.4684666666666668
548030040,0.027414945307585203,0.1610909090909091
548088307,-0.02741494694872602,-0.27869999999999995
759936407,0.0,-0.23725
759936406,-3.084388033175456E-9,-0.49016666666666664
548024682,3.349944624475576E-8,-0.21633333333333335
548024683,0.018276483331545787,-0.46387500000000004
548127711,0.004569193747218479,-1.0206923076923078
548091789,0.027414324028673463,-1.37425
548127712,-1.2637390905609336E-7,-1.3324000000000003
548127713,-0.02741535628316802,0.7789999999999999
548024991,0.02741489655208852,-1.0976666666666668
548025233,0.0,-1.4555
764580433,0.0,1.215
548025227,0.009138555154023087,1.3335
548128101,0.0,-1.0446666666666666
548024366,0.0,-2.520666666666667
62005168,0.0,-0.18725
62005186,0.0,-0.0865
62024756,0.0,-1.8150000000000002
62006076,0.0,-2.199666666666667
78654476,0.0,-2.6122
62006072,0.0,-2.44475
590234862,0.0,-2.15125
78654439,0.0,-1.048714285714286
62005527,0.0,0.11755555555555554
62005136,0.0,0.5568000000000001
62005149,0.0,0.3755
62005148,0.0,0.006749999999999992
567319394,0.027414788240514226,-0.6213333333333333
761986727,0.0,0.25525
761986726,0.0,1.2005
774505576,0.013706669409682305,1.2623529411764707
61791966,4.855915372008884E-7,-0.15433333333333332
761986731,0.0,-1.8096666666666668
756014036,0.027414799491955875,-2.524166666666667
761986723,0.0,-2.5564999999999998
761986725,-2.878447857776467E-7,-0.2783333333333333
761986724,0.0,0.2803333333333333
761986720,-6.478752877462496E-7,-0.03959999999999999
576448273,0.0,-0.8125
61798549,0.0,-1.3079999999999998
550095245,0.0,-1.3875
792608946,0.0,-0.04016666666666668
51810104,0.0,-0.0165
792608939,0.0,-0.038
792608938,0.006853599969344335,-0.1293333333333333
792608934,0.0,0.062
586499625,-0.02741437508896357,0.029249999999999998
586499624,0.027414327798648684,-0.07925
586499621,0.0,0.041999999999999996
792603851,0.0,0.10099999999999999
792603850,0.0,-0.002749999999999999
51810298,0.0,-0.2263333333333333
51810273,0.0,-0.377
51810274,0.0,-0.3725
51810275,0.013707703392710924,-0.193
51810276,0.0,0.054000000000000006
51810277,0.0,0.09000000000000001
51810278,0.0,0.083
554737042,0.027414182485625726,0.1658
554737041,0.027414548342422802,-0.21680000000000002
554737096,0.027413503196631262,-0.056769230769230766
554737095,-0.02741334888167486,-0.009000000000000003
51758466,-0.009137893590260945,0.1455
68097373,0.0,0.06833333333333334
68098141,0.0,-0.126
68100041,0.0,-0.3113333333333333
68100040,0.0,-0.2975
68098138,0.0,-0.2336666666666667
68097371,-0.027414313030310358,0.015250000000000001
51758469,0.0,-0.12733333333333333
762784461,0.0,-0.9195
762784462,0.0,-2.5063333333333335
80715285,0.027415483594870903,-0.983
80715310,0.0,0.12433333333333334
80708077,0.02741449095205406,-0.5900000000000001
80708078,-2.851203054071716E-7,-2.943
80708079,0.0,-3.49025
762784472,-0.0054830034442698876,-3.3521739130434782
79672835,-0.009138178043246068,-3.7438214285714286
79672836,0.027415386839584513,-2.9621818181818185
80708094,0.0,-2.3222
762784451,0.0,-1.8514000000000004
554725979,0.0,-2.027
80708095,5.574903902752504E-8,-2.0951666666666666
762784469,-0.006853852718444989,-2.1555238095238094
762784470,5.394753667132176E-7,-2.2201428571428568
762784456,0.006853409143519414,-2.3800588235294113
79654851,4.88808092217027E-9,-0.7142857142857143
51931960,0.0,0.42166666666666663
79942715,0.0,-0.48575
51765454,9.960243062094587E-8,0.21875
67912996,-0.0274154945763422,1.3940000000000001
769172030,0.0,0.5488
769172031,0.0,0.267
572216936,0.0,2.0170000000000003
572246845,0.0,2.065
572246844,-0.02055961101934553,0.48271428571428565
732990610,0.0,0.7685
732990614,-0.027414095182916282,-1.4111999999999998
732990615,0.013707036190126514,-2.454285714285714
769206629,8.173132965798302E-7,-1.9763333333333335
769206630,-0.027412991861208956,-1.0423333333333336
554730583,-0.02741482705703874,-0.27499999999999997
554730588,-0.013707162717549713,-0.391
554730589,0.01827648157571556,-0.21254545454545457
762380643,-0.02741354050631595,0.12133333333333333
762380644,0.0274135385918103,-0.1032
762380646,0.0,-0.3312
762380650,0.0,-0.3025
792528499,0.0,-0.35925
762228005,0.0,-0.22833333333333336
762228007,-0.02741461434736554,0.12966666666666668
762228008,0.0,0.06033333333333333
736475879,0.0,-0.3575714285714286
51931970,0.013707421949968204,-0.3025555555555556
762228010,0.010280263520547304,-0.18250000000000002
762504358,0.0,0.09866666666666667
67948781,0.0,0.011199999999999998
572246780,0.0,-0.01025
572246781,0.027413425457451627,0.24110000000000004
51869129,0.0,0.8562500000000001
67942100,0.0,0.3673333333333333
554712497,0.0,-0.302
722513849,0.027414589264971582,-0.7253333333333334
722513850,0.0,-0.39050000000000007
783425120,0.0,-0.056333333333333326
783425121,0.0,-0.07250000000000001
554712535,0.027413434455958154,-0.09740000000000001
792662638,0.0,0.314
792662639,0.0,0.1255
792662640,0.0,-0.13199999999999998
792662641,-0.013706875873892991,-0.24471428571428572
792802075,0.0,0.0595
792806339,0.0,0.05499999999999999
792806340,0.0,0.026333333333333337
792806333,0.0,0.042666666666666665
792806322,0.0,0.15666666666666665
792806325,0.027412188092684954,0.11299999999999999
51867134,3.7718651837818917E-7,-0.03933333333333334
51867262,0.0,0.042499999999999996
554712543,-0.013706160898192201,0.081
554712619,0.0,-0.019000000000000017
724697719,0.0,0.3703333333333334
724697720,0.0,0.651
783424851,0.0,0.6206666666666667
67948800,0.0,-0.032499999999999994
572246789,0.0,-0.6046666666666667
572246790,-0.009137852151212704,0.18044444444444446
773079650,0.0,0.5115
783424874,0.02741293393225017,-0.49939999999999996
554735922,0.02741469034091601,-0.7582000000000001
572246786,0.02741351060615558,0.30483333333333335
723478323,0.0,0.25825000000000004
554729883,-0.027414181467599774,-0.43979999999999997
572231401,-0.027414597276390354,-0.8035
554735932,0.0,-0.11866666666666666
554735931,0.0,-0.17060000000000003
554712495,-0.027411812076408193,-0.14485714285714285
572246783,-0.01827539829618975,0.08833333333333333
797961457,0.0,-0.14645454545454548
60115048,0.02741234771453242,0.28150000000000003
51734849,0.0,-0.12
773186875,0.0,-0.46866666666666673
773186876,0.0,-0.6313333333333334
67944677,0.0,-0.7676666666666666
67944675,-0.027413023269259495,-0.832
83717773,4.761589486416973E-7,-0.375375
67944706,0.0,0.12566666666666668
51734847,0.0,0.066
727337787,0.0,-0.16166666666666665
727337788,-0.00913719435991398,-0.205
727337789,0.0,-0.0975
51863402,-2.138629396127717E-7,-0.09983333333333333
51863404,0.0,-0.087
727337790,0.0,-0.078
727337791,0.027412590522935758,-0.06766666666666667
572246797,0.0,-0.0615
67942259,0.0,0.062
716318438,-0.027412132845897115,0.51975
554712525,0.0,-0.016333333333333335
554712523,0.0,-0.01075
792654652,0.01370614323580347,-0.16666666666666666
792654653,0.0,-0.54
586506657,0.0,-0.6890000000000001
586506383,0.0,-0.4766250000000001
572236268,0.0,-0.017000000000000005
